1.0499999999999998   0.984292770818235 0.0154954240517893 0.000211805129973576   0.980209683447985 0.0195836118988768 0.000206704653139236   0.971850368601862 0.0279520236692532 0.000197607728879424   0.954638781356391 0.0451758685090821 0.000185350134522823   0.925064956768049 0.0747624213445761 0.000172621887376661   0.880283155995257 0.11955205421638 0.000164789788360734   0.818526487153608 0.181304413392502 0.000169099453887266   0.740928153210954 0.258880082666791 0.000191764122253424   0.648917301323311 0.350847706097547 0.000234992579144137
1.0999999999999999   0.983415889035206 0.0163725674146421 0.000211543550149489   0.978404722287516 0.0213897335785485 0.000205544133937209   0.967779141262319 0.0320259662224582 0.000194892515219442   0.945913188614711 0.053905757357386 0.000181054027900448   0.908549338437557 0.0912822711538996 0.000168390408543979   0.852261459832429 0.147573716959409 0.000164823208161398   0.776031513170421 0.223789039868484 0.000179446961095185   0.682358128728641 0.317424248236925 0.000217623034433223   0.574989842310965 0.424733789451828 0.000276368237210577
1.15   0.982603961066408 0.0171847017163243 0.000211337217265541   0.976888602693853 0.022906777936402 0.000204619369744544   0.964449842587219 0.0353573928035193 0.000192764609255816   0.938746007169873 0.0610760817430898 0.000177911087035391   0.894932044955377 0.104901929022019 0.000166026022603428   0.829281738718395 0.17055110847045 0.000167152811154766   0.741838462865295 0.257970309655265 0.000191227479438781   0.636452916069627 0.363305643253545 0.00024144067682526   0.519270462226625 0.480420592618007 0.000308945155372095
1.2   0.981882256502971 0.0179065356899536 0.000211207807073549   0.97580184529285 0.0239941251912839 0.000204029515868971   0.962312168941225 0.0374964024164615 0.000191428642309882   0.934211026524088 0.0656129204270951 0.000176053048814369   0.886290968011835 0.113544051568941 0.000164980419222838   0.814749567444054 0.185080880975558 0.000169551580386712   0.720610970541637 0.279189205187259 0.000199824271102873   0.608509888645505 0.391233137132778 0.000256974221712699   0.486329489173414 0.513342534869432 0.000327975957157768
1.25   0.981260980142113 0.018527855909737 0.000211163948148646   0.975207871170293 0.0245883140978743 0.000203814731834449   0.961582779033305 0.0382262701427475 0.000190950823943889   0.932834479948838 0.0669901014561332 0.000175418595026966   0.883628826883219 0.11620651590519 0.000164657211590236   0.810225488564928 0.189604129271139 0.000170382163931362   0.714212435884361 0.285584994304193 0.000202569811444956   0.600109002535822 0.399629254714905 0.000261742749270187   0.476473982713073 0.523192498782891 0.000333518504040421
1.2999999999999998   0.980735325079609 0.019053473438466 0.000211201481920704   0.975087224195394 0.0247088184324525 0.000203957372152363   0.962214969326011 0.0375937486570839 0.000191282016902863   0.934518413998437 0.0653056992961505 0.000175886705409211   0.886759934884374 0.113075259172374 0.000164805943250413   0.815372414758097 0.184458319247013 0.000169265994886668   0.721972425468837 0.277828396163429 0.000199178367732407   0.610084454047141 0.389659509038183 0.000256036914674302   0.487832332179061 0.511840710276423 0.000326957544519715
1.3499999999999999   0.980287930234322 0.0195007641848511 0.000211305580825887   0.975350143395914 0.0244454648246883 0.000204391779400183   0.963937114724309 0.0358706028654537 0.000192282410233992   0.9386336835688 0.0611890003341285 0.000177316097068758   0.894499291262315 0.105335167889385 0.000165540848301609   0.82828882728998 0.171544206530087 0.000166966179933112   0.741218335410108 0.258590376278175 0.000191288311719154   0.635253418471806 0.364504607529633 0.00024197399856126   0.517218639403406 0.482471573224685 0.000309787371913672
1.4   0.979893032668967 0.0198955131611164 0.000211454169912797   0.975862105215087 0.0239328750069818 0.000205019777934119   0.966339208674631 0.0334670475019184 0.000193743823446428   0.944228396353369 0.055592097108141 0.000179506538487716   0.905046369741115 0.0947865450722193 0.0001670851866653   0.846062218973037 0.153773003084694 0.000164777942265288   0.767882270761134 0.231936079586399 0.00018164965246757   0.670801396229626 0.32897547781808 0.000223125952292744   0.559940018261242 0.439775455637881 0.000284526100880722
1.45   0.979521322743317 0.0202670553218253 0.000211621934854537   0.97647383076643 0.0233204402561297 0.000205728977444848   0.968974963089118 0.0308296199994307 0.0001954169114487   0.950274849216639 0.0495429948107406 0.000182155972619698   0.916443614071913 0.0833869180630536 0.000169467865032556   0.865444228049869 0.134391998818547 0.000163773131580218   0.797260196440466 0.202566758441861 0.00017304511767273   0.71080366402963 0.288992466675666 0.000203869294701152   0.609601757428156 0.390142584682935 0.000255657888913166
1.5   0.979144539411668 0.0206436763816054 0.000211784206726751   0.977047677984622 0.0227459112284243 0.00020641078695924   0.971448426956057 0.0283545256529007 0.000197047391037674   0.955879678206749 0.043935447367792 0.0001848744254579   0.926984258983695 0.0728433615166616 0.000172379499643103   0.883516011118201 0.116319718025422 0.000164270856373539   0.824914971736754 0.174917815573088 0.000167212690156393   0.749212696261676 0.250599326480961 0.00018797725736023   0.658820718260304 0.340950553026191 0.000228728713509405
1.5499999999999998   0.978739108980875 0.021048970857363 0.000211920161761139   0.977475412907749 0.0223176120092982 0.000206975082956335   0.973466105425382 0.0263354796165201 0.000198414958093655   0.96040648082284 0.0394062605350771 0.000187258642079989   0.935463463330885 0.0643612777869225 0.000175258882194112   0.898160376838365 0.101673826846331 0.000165796315302348   0.84747049869265 0.15236515040843 0.000164350898919793   0.781060672411959 0.218762079823689 0.000177247764346377   0.70079697117074 0.298995046574869 0.000207982254395574
1.5999999999999999   0.978288490887056 0.0214994941103566 0.000212015002585646   0.977686318999626 0.0221063215487968 0.000207359451580874   0.974852071315338 0.0249485656635995 0.000199363021058272   0.96350096588024 0.0363100509720185 0.000188983147740109   0.94123250566851 0.058589977111424 0.000177517220068039   0.908211808592185 0.0916207191761121 0.000167472231699548   0.862983768106739 0.136852725250912 0.000163506642347102   0.803260246744311 0.196568415061302 0.000171338194382019   0.730781856952206 0.269023290049586 0.000194852998215458
1.65   0.977784211257763 0.0220037277204884 0.000212061021748188   0.977647684164023 0.0221447831833115 0.000207532652669036   0.975537035511506 0.0242631527102161 0.000199811778273188   0.96504788580869 0.0347622536879983 0.000189860503307932   0.944103831277002 0.055717425529891 0.000178743193107482   0.913318253362736 0.0865132296208157 0.000168517016447069   0.870823393966035 0.129013146268248 0.00016345976571496   0.814653601109559 0.185177550254352 0.000168848636086574   0.746591800265648 0.253219613113792 0.000188586620564499
1.7   0.977225761283229 0.0225621810891458 0.000212057627623308   0.977360889700262 0.0224316168424461 0.000207493457297126   0.975537293338745 0.0242629506011036 0.000199756060148117   0.965106594714229 0.0347035496052302 0.000189855680536626   0.944208224216138 0.0556129782960662 0.000178797487796091   0.913688467705139 0.0861429768671473 0.000168555427711959   0.871292356272589 0.128544198270061 0.000163445457349388   0.815547849026904 0.18428355210211 0.000168598870982761   0.748239192988811 0.251572901053442 0.000187905957752274
1.75   0.976619609379634 0.0231683801064016 0.000212010513963914   0.976855707848367 0.0229370256618868 0.000207266489749811   0.974935450849465 0.0248652948510001 0.000199254299533668   0.963861432303634 0.0359494997499791 0.000189067946384019   0.941890416707824 0.0579317805549715 0.000177802737205247   0.909900384194771 0.0899319465992911 0.000167669205936556   0.865308818641944 0.134527801079764 0.000163380278291539   0.807238388448774 0.192591410378216 0.000170201173006925   0.737350049195705 0.262457906659227 0.000192044145075233
1.7999999999999998   0.975977572556378 0.0238104972497569 0.000211930193866751   0.976183934690502 0.0236091690567229 0.000206896252778082   0.973866296708863 0.0259352897786615 0.000198413512471804   0.961596072988979 0.0382162300066938 0.000187697004323996   0.937666619254893 0.0621573091251872 0.000176071619922823   0.902827691945935 0.0970060456864508 0.000166262367611753   0.854272415984186 0.145563929989074 0.000163654026741055   0.791774186726128 0.208051995216973 0.000173818056895552   0.716788583525889 0.283010835606696 0.000200580867422519
1.8499999999999999   0.975314773125531 0.0244733967435387 0.000211830130929807   0.975412262634404 0.0243812974730548 0.000206439892543082   0.97250412450505 0.027298503958002 0.000197371536946032   0.958677601890212 0.0411363977864581 0.000186000323327183   0.932209052663339 0.0676169434201498 0.000174003916512986   0.89361920568497 0.106215957775922 0.000164836539103707   0.84001619834167 0.159819090439219 0.000164711219111333   0.771839083840652 0.227981398248327 0.000179517911017186   0.690362779572814 0.309424542115091 0.0002126783121024
1.9   0.974647407704411 0.025140867586609 0.000211724708980529   0.974613994245154 0.0251800466524068 0.000205959102442444   0.971045964861912 0.0287577584302946 0.000196276707788312   0.955529820114225 0.0442859346519084 0.00018424523386169   0.926306637881265 0.0735213848534769 0.000171977265260249   0.883631483250364 0.116204747466852 0.000163769282781987   0.824678835856468 0.175154490955963 0.000166673187566789   0.750510314882523 0.249302920591208 0.000186764526264184   0.662334152197094 0.337439210525375 0.000226637277538578
1.9499999999999997   0.973990575323459 0.0257977973888269 0.00021162728771578   0.973859773020353 0.0259347150925056 0.000205511887145453   0.969688346958487 0.0301163860960253 0.000195266945483252   0.952585632656426 0.0472317027734588 0.000182664570111511   0.920776923037349 0.0790528121577226 0.000170264804933692   0.874270026127539 0.125566785468809 0.000163188403650544   0.810434060517493 0.189396737924755 0.000169201557749111   0.730828496677063 0.268977123264676 0.000194380058257191   0.636728917263383 0.363030900424601 0.000240182312024345
2.0   0.973356423221841 0.0264320281988006 0.000211548579359482   0.973208402200578 0.0265864525241306 0.000205145275292846   0.968600309152453 0.0312052388823454 0.000194451965195984   0.95022476729032 0.0495938055542154 0.000181427155462171   0.916343660995802 0.0834873319242398 0.000169007079961287   0.866772531389239 0.133064479285392 0.000162989325366325   0.799149127451627 0.200679226977323 0.000171645571050429   0.715317073733207 0.284481993967145 0.000200932299644561   0.616706694374197 0.383042146847079 0.00025115877873136
